year,make,model,variant,body_type,transmission,fuel_type,odometer_reading,no_of_seats,vin,rego_no,rego_expiry,no_of_cylinders,engine_capacity,exterior_colour,interior_colour,key,spare_key,owners_manual,service_history,engine_turns_over,location,url,general_condition
2007,MITSUBISHI,Lancer,VR-X CJ,Sedan,CVT,Petrol,285750,5,JMFSTCY4A8U001645,1IUJ939,10-02-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,2,Red,Charcoal,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066233/motor-vehicles-motor-cycles/2007-mitsubishi-lancer-vr-x-cj-cvt-sedan,"Paint fading roof
Paint peeling various panels
Dents or marks on body consistent with age and kilometres."
2005,FORD,Territory,SUV,,Automatic,Petrol,265163,5,6FPAAAJGAT5D39376,EX7168,19-03-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,6,4,Silver,Grey,Yes,No,No,Partial,Yes,WA,https://www.grays.com/lot/0001-9066234/motor-vehicles-motor-cycles/2005-ford-territory-automatic-suv,"Dents or marks on body consistent with age and kilometres.
Large Scuff on Various panels
Front Seat worn Drivers seat
Door card Worn.
Medium Dent on various panels
Corrosion visible on Drivers door
Paint fading on roof"
2004,HYUNDAI,Accent,,Hatchback,Manual,Petrol,267945,5,KMHCG51CR4U247955,1BWP448,17-01-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,1.6,Yellow,Grey,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9066235/motor-vehicles-motor-cycles/2004-hyundai-accent-manual-hatchback,"Paint fading Whole vehicle
Paint fading Different shades of yellow throughout vehicle
Large Dent on Roof and top of tailgate
Damaged Both headlamps cracked
Medium Scuff on Medium scuffs on bumper bars
Front Seat worn Drivers seat
Medium Scratch on various panels
Dents or marks on body consistent with age and kilometres."
2015,HYUNDAI,Imax,,People Mover,Automatic,Petrol,279924,8,KMHWH81RMFU731830,Unlicensed,"Sold Unregistered, Without Plates",4,2.4,White,Grey,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9066236/motor-vehicles-motor-cycles/2015-hyundai-imax-automatic-8-seats-people-mover,"Body/panel damage Roof
Paint peeling Door handles"
2011,PEUGEOT,Rcz,,Coupe,Automatic,Petrol,166630,4,VF34J5FVABP003703,1IUY057,"11-01-2026 - Please note this vehicle license has expired, but can be paid until 11/04/2026. Vehicle license must be renewed online before this date and time of collection, otherwise this vehicle will be sold unregistered, without plates. - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy",4,1.6,Silver,Black Leather,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066237/motor-vehicles-motor-cycles/2011-peugeot-rcz-automatic-coupe,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked."
2007,BMW,540i,E60,Sedan,Automatic,Petrol,185453,5,WBANB12060CN91482,1IVN880,27-10-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,8,4,Dark Blue,Tan Leather,Yes,Yes,Yes,No,Yes,WA,https://www.grays.com/lot/0001-9066238/motor-vehicles-motor-cycles/2007-bmw-540i-e60-automatic-sedan,Dents or marks on body consistent with age and kilometres.
2009,FORD,Fiesta,,Hatchback,Manual,Petrol,121415,5,WF0JXXGAJJ9K28320,1DHP172,"30-12-2025, Please note this vehicle license has expired but can be paid until 30/03/2026. Vehicle license must be renewed online before this date and time of collection; otherwise, this vehicle will be sold unregistered, without plates. - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy",4,1.6,Black,Multi,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066239/motor-vehicles-motor-cycles/2009-ford-fiesta-manual-hatchback,"Door card Worn.
Dents or marks on body consistent with age and kilometres.
Paint fading on various panels"
2012,KIA,Rio,(WOVR-INSPECTED),Hatchback,Manual,Petrol,148134,5,KNADN512LC6757937,1HSV899,30-01-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,1.6,Grey,Charcoal,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9066240/motor-vehicles-motor-cycles/2012-kia-rio-manual-hatchback-wovr-inspected,"Medium Dent on Various panels
Medium Scratch on Various panels
Damaged Both tail lights
Medium Scuff on Rear right quater panel
Dents or marks on body consistent with age and kilometres."
2015,BMW,428i,428i GRAN Coupe M-Sport F36,Sedan,Automatic,Petrol,222906,5,WBA4A52070GT40937,1IRR365,26-01-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,2,Blue,Black Leather,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066241/motor-vehicles-motor-cycles/2015-bmw-428i-428i-gran-coupe-m-sport-f36-automatic-8-speed-sedan,Dents or marks on body consistent with age and kilometres.
2012,FORD,Falcon,G6 FG II,Sedan,Automatic,Petrol,255549,5,6FPAAAJGSWCA71677,1ECH881,13-02-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,2,Grey,Black Leather,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066242/motor-vehicles-motor-cycles/2012-ford-falcon-g6-fg-ii-automatic-sedan,"Engine Oil Leak
Seat Torn driver
Paint fading roof and rear bumper
Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked.
front Cracked bumper."
2009,VOLKSWAGEN,Transporter,LWB 2.5 TDI 128kW T5 Van,Van,Automatic,Diesel,258264,2,WV1ZZZ7HZ9H164207,Unlicensed,"Sold Unregistered, Without Plates",5,2.5,Silver,Grey,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066243/motor-vehicles-motor-cycles/2009-volkswagen-transporter-lwb-2-5-tdi-128kw-t5-turbo-diesel-automatic-van,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Various panels
Front Seat worn Drivers seat"
2014,HYUNDAI,Elantra,Active MD,Sedan,Automatic,Petrol,185825,5,KMHDH41EMFU408662,1ETD237,"30-12-2025, Please note this vehicle license has expired, but can be paid until 30-03-2026. Vehicle license must be renewed online before this date and time of collection, otherwise this vehicle will be sold unregistered, without plates. Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy",4,1.8,White,Black,Yes,No,No,Partial,Yes,WA,https://www.grays.com/lot/0001-9066244/motor-vehicles-motor-cycles/2014-hyundai-elantra-active-md-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Carpet worn in places.
Front Seat worn Both
Engine noise observed.
Engine Smoke visible
Medium Dent on Roof
Medium Scratch on door panel"
2012,VOLKSWAGEN,Tiguan,118 TSI 5N,Wagon,Manual,Petrol,127160,5,WVGZZZ5NZCW069148,1DZV068,19-02-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,1.4,Silver,Black,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066245/motor-vehicles-motor-cycles/2012-volkswagen-tiguan-118-tsi-5n-manual-wagon,"Paint cracked Boot Panel
Dents or marks on body consistent with age and kilometres."
2007,TOYOTA,Landcruiser,SAHARA VDJ200R,Wagon,Automatic,Diesel,295139,8,JTMHV05J704004304,MH69602,13/03/2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,8,4.5,White,Grey,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066246/motor-vehicles-motor-cycles/2007-toyota-landcruiser-sahara-vdj200r-turbo-diesel-automatic-8-seats-wagon,"Front Seat worn Driver
Back Seat Marks.
Seat Torn Passenger Rear Seat
Seats Removed
Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked."
2017,FORD,Mondeo,Ambiente MD,Wagon,Automatic,Diesel,124508,5,WF0FXXWPCFHR64520,1GJV064,20-02-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,2,White,Black,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066247/motor-vehicles-motor-cycles/2017-ford-mondeo-ambiente-md-turbo-diesel-automatic-wagon,Dents or marks on body consistent with age and kilometres.
2010,VOLKSWAGEN,Golf,GTI A6,Hatchback,Automatic,Petrol,224109,5,WVWZZZ1KZAW188490,1FBV411,02-03-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,2,Black,Multi,Yes,Yes - 2 X not cut or coded,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9066257/motor-vehicles-motor-cycles/2010-volkswagen-golf-gti-a6-automatic-hatchback,"Front Seat worn driver bolster
Minor scratches and dents around vehicle
Paint peeling front left fender"
2009,HYUNDAI,Iload,TQ Van,Van,Automatic,Diesel,134872,3,KMFWBH7JR9U166989,1DHH679,19-01-26 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,2.5,Light Blue,Grey,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066258/motor-vehicles-motor-cycles/2009-hyundai-iload-tq-turbo-diesel-automatic-van,"Dents or marks on body consistent with age and kilometres.
Brakes require attention, Recommend towing on collection
Medium Scratch on Various panels
Seat Torn Drivers seat
Paint fading on various panels
Medium Dent on various panels"
2014,HONDA,Cr-v,4WD DTi-L RM,Wagon,Automatic,Diesel,245187,5,SHSRE6860EU400818,1ITB722,16-03-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,2.2,Navy Blue,Black Leather,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066260/motor-vehicles-motor-cycles/2014-honda-cr-v-4wd-dti-l-rm-turbo-diesel-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Various panels
Front Seat worn driver side"
2013,NISSAN,Pulsar,ST C12,Hatchback,CVT,Petrol,142000,5,MNTFAAC12A0004868,1EOS788,02-01-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,1.8,Silver,Black,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066261/motor-vehicles-motor-cycles/2013-nissan-pulsar-st-c12-cvt-hatchback,"Dents or marks on body consistent with age and kilometres
Transmission requires attention.
Engine light ON
acvelerator requires attention
Front Bumper Cracked bumper.
Medium Scratch on various panels
Inspection by qualified third party or by NAS in our added services is highly recommended prior to bidding
Vehicle may need to be towed from site"
2008,HONDA,Accord,,Sedan,Automatic,Petrol,273591,5,MRHCP26308P032780,1CXX775,22-01-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,2.4,Black,Charcoal,Yes,Yes,No,No,Yes,WA,https://www.grays.com/lot/0001-9066262/motor-vehicles-motor-cycles/2008-honda-accord-automatic-sedan,"Engine light ON
ABS light ON
Engine Smoke visible
Paint fading various panels
Medium Scuff on front bumper
Large Dent on rear left quarter
Other Warning light ON"
2011,HYUNDAI,Ix35,ELITE AWD LM,Wagon,Automatic,Petrol,83947,5,KMHJU81CSBU319278,1DRD368,10-04-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,2.4,Red,Black Partial Leather,Yes,No,No,Partial,Yes,WA,https://www.grays.com/lot/0001-9066263/motor-vehicles-motor-cycles/2011-hyundai-ix35-elite-awd-lm-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Dent on Rear right quarter panel
Front Seat worn Drivers seat
Paint peeling Various panels
Engine light ON"
2007,HYUNDAI,Getz,,Hatchback,Manual,Petrol,161791,5,KMHBT31DR8U177589,1GYO914,21-02-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,1.4,Black,Grey,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9066265/motor-vehicles-motor-cycles/2007-hyundai-getz-manual-hatchback,Dents or marks on body consistent with age and kilometres.
2007,VOLKSWAGEN,Eos,2.0 TDI 1F,Convertible,Manual,Diesel,249308,4,WVWZZZ1FZ8V032557,1CWA209,25-03-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,2,Champagne,Charcoal,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9066266/motor-vehicles-motor-cycles/2007-volkswagen-eos-2-0-tdi-1f-turbo-diesel-manual-convertible,"Dents or marks on body consistent with age and kilometres.
Door card Worn.
Paint peeling Front right quarter panel"
2002,KIA,Rio,BC,Hatchback,Manual,Petrol,242084,5,KNADC243226081862,1CVY528,16-03-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,1.5,White,Grey,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066267/motor-vehicles-motor-cycles/2002-kia-rio-bc-manual-hatchback,"Engine Oil Leak
Large Dent on rear left quarter
Medium Scuff on rear bumper
Front Seat Stains driver
Windscreen Chipped or Cracked."
2008,TOYOTA,Corolla,,Sedan,Manual,Petrol,165946,5,JTNBU56E00J018968,1CXB458,26-02-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,1.8,Red,Grey,Yes,No,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9066269/motor-vehicles-motor-cycles/2008-toyota-corolla-manual-sedan,"Medium Scuff on both bumpers
Paint peeling various panels"
2010,FORD,Falcon,FG,Ute,Automatic,Lpg,300397,2,6FPAAAJGCMAY94079,1DGO864,"12-01-2026 - Please note this vehicle license has expired, but can be paid until 12/04/2026. Vehicle license must be renewed online before this date and time of collection, otherwise this vehicle will be sold unregistered, without plates. - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy",6,4,White,Charcoal,Yes,Yes,Yes,No,Yes,WA,https://www.grays.com/lot/0001-9066270/motor-vehicles-motor-cycles/2010-ford-falcon-fg-automatic-ute,"Dents or marks on body consistent with age and kilometres.
Medium Dent on Various panels
Medium Scratch on Various panels
Hood Lining Sagging
Door card Worn."
2010,SUBARU,Forester,X S3,Wagon,Automatic,Petrol,258156,5,JF2SH9KL5AG046961,Unlicensed,"Sold Unregistered, Without Plates",4,2.5,Silver,Charcoal,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066271/motor-vehicles-motor-cycles/2010-subaru-forester-x-s3-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Dent on Various panels
Medium Scuff on Rear right
Carpet worn in places."
2012,FORD,Focus,Trend LW II,Hatchback,Automatic,Petrol,186001,5,MPB1XXMXB1CE06581,1GIZ047,31-03-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,2,Grey,Black,Yes,Yes,No,No,Yes,WA,https://www.grays.com/lot/0001-9066272/motor-vehicles-motor-cycles/2012-ford-focus-trend-lw-ii-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Engine idling rough
Engine light ON
Medium Scuff on Driver Back Door"
2011,MERCEDES,Benz,GL450 CDI Luxury X164 T D,Wagon,Automatic,Diesel,197081,7,WDC1648282A761533,Unlicensed,"Sold Unregistered, Without Plates",8,4,Grey,Black Leather,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9066273/motor-vehicles-motor-cycles/2011-mercedes-benz-gl450-cdi-luxury-x164-t-d-auto-7-seats-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scuff on rear bumper
Engine light ON
Other Warning light ON"
2010,HOLDEN,Cruze,CDX JG,Sedan,Automatic,Petrol,154327,5,KL3JA695JAK690857,1ITY362,"06-01-2026, Please note this vehicle license has expired, but can be paid until 06/04/2026. Vehicle license must be renewed online before this date and time of collection, otherwise this vehicle will be sold unregistered, without plates. - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy",4,1.8,White,Black Leather,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066275/motor-vehicles-motor-cycles/2010-holden-cruze-cdx-jg-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Engine Smoke visible
Engine noise observed.
Door card Worn.
Paint cracked front bumper
Medium Scratch on front bumper"
2015,FORD,Territory,Titanium SZ II T D Autom (WOVR-INSPECTED),Wagon,Automatic,Diesel,205939,7,6FPAAAJGATFD79889,1IQN799,17-03-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,6,2.7,Dark Grey,Tan Leather,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066292/motor-vehicles-motor-cycles/2015-ford-territory-titanium-sz-ii-t-d-autom-wagon-wovr-inspected,Dents or marks on body consistent with age and kilometres.
2014,MITSUBISHI,Triton,4X2 GL MN,Cab Chassis,Manual,Petrol,125599,2,MMAENKA50FD017806,Unlicensed,"Sold Unregistered, Without Plates",4,2.4,White,Grey,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066293/motor-vehicles-motor-cycles/2014-mitsubishi-triton-4x2-gl-mn-manual-cab-chassis,"Dents or marks on body consistent with age and kilometres.
Medium Dent on Front Quarters, Driver Door
Front Bumper Cracked bumper.
Door card Damaged.
Carpet worn in places."
2011,MAZDA,3,Neo BL,Hatchback,Automatic,Petrol,265380,5,JM0BL10F100216170,1DPL453,"06-01-2026, Please note this vehicle license has expired, but can be paid until 06/04/2026. Vehicle license must be renewed online before this date and time of collection, otherwise this vehicle will be sold unregistered, without plates. - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy",4,2,Silver,Charcoal,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066294/motor-vehicles-motor-cycles/2011-mazda-3-neo-bl-automatic-hatchback,"Medium Dent on Various panels
Medium Scratch on Various panels
Engine light ON
Large Dent on Boot
Door Mirror Broken Passenger side
Paint fading Various panels
Seat Torn Drivers seat
Back Seat Marks.
Paint peeling rear panel
Dents or marks on body consistent with age and kilometres."
2008,TOYOTA,Rav,4 CV ACA33R,Wagon,Automatic,Petrol,357145,5,JTMBD33V905191605,1DLN127,13-03-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,2.4,Black,Black,Yes,Yes,No,No,Yes,WA,https://www.grays.com/lot/0001-9066295/motor-vehicles-motor-cycles/2008-toyota-rav-4-cv-aca33r-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scuff on Front Bumper, Rear Bumper, Side Mirror
Engine noise observed.
Engine idling rough
Medium Dent on Rear Bumper
Front Bumper Disjointed Cracked bumper.
Engine Smoke visible"
2004,TOYOTA,Echo,NCP12R,Sedan,Automatic,Petrol,245204,5,JTDBT133100355108,1HLL647,17-01-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,1.5,Light Blue,Charcoal,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066296/motor-vehicles-motor-cycles/2004-toyota-echo-ncp12r-automatic-sedan,"Paint peeling various panels
Paint cracked rear bumper
Medium Dent on front bumper and hood."
2007,KIA,Sportage,EX V6 LIMITED PACK KM,Wagon,Automatic,Petrol,182770,5,KNAJE553887511878,1DRP881,03-03-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,6,2.7,Silver,Black Leather,Yes,Yes,No,Partial,Yes,WA,https://www.grays.com/lot/0001-9066297/motor-vehicles-motor-cycles/2007-kia-sportage-ex-v6-limited-pack-km-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Medium Scratch on Various panels
Seat Torn Both front seats"
2007,HONDA,Civic,,Sedan,Automatic,Petrol,269937,5,MRHFD16708P030774,MH98326,05-02-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,1.8,Silver,Grey,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066298/motor-vehicles-motor-cycles/2007-honda-civic-automatic-sedan,"Dents or marks on body consistent with age and kilometres.
Engine noise observed.
Medium Scratch on Various panels
Paint peeling Right mirror
Door card Worn.
Paint fading Various panels
Windscreen Chipped or Cracked."
2013,FIAT,Freemont,BASE,Wagon,Automatic,Petrol,115516,5,3C4PFADB1DT725520,1HJN273,10-02-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,2.4,Grey,Black Leather,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066299/motor-vehicles-motor-cycles/2013-fiat-freemont-base-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Windscreen Chipped or Cracked."
2014,VOLKSWAGEN,Tiguan,103TDi Pacific 5N,Wagon,Automatic,Diesel,310544,5,WVGZZZ5NZEW082153,1ISB530,12-02-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,2,Silver,Charcoal,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066300/motor-vehicles-motor-cycles/2014-volkswagen-tiguan-103tdi-pacific-5n-turbo-diesel-automatic-wagon,"Dents or marks on body consistent with age and kilometres.
Engine light ON
Front Seat Marks Both front seats"
2016,MAHINDRA,Xuv500,,Wagon,Automatic,Diesel,141476,7,MA1YV2VMVG6C58505,Unlicensed,"Sold Unregistered, Without Plates",4,2.2,Red,Black Leather,Yes,Yes,No,No,Yes,WA,https://www.grays.com/lot/0001-9066301/motor-vehicles-motor-cycles/2016-mahindra-xuv500-automatic-7-seats-wagon,"Dents or marks on body consistent with age and kilometres.
Paint peeling Visible on Front Bumper
Door card Worn.
Front Seat worn Driver, Passenger
Back Seat worn.
Medium Scratch on various panels
Medium Dent on various panels
Medium Scuff on Front bumper"
2014,MITSUBISHI,Triton,4X4 GLX MN,Dual Cab,Automatic,Diesel,194318,5,MMAJRKB40FD015654,Unlicensed,"Sold Unregistered, Without Plates",4,2.5,White,Grey,Yes,Yes,No,Partial,Yes,WA,https://www.grays.com/lot/0001-9066302/motor-vehicles-motor-cycles/2014-mitsubishi-triton-4x4-glx-mn-turbo-diesel-automatic-dual-cab,"Seat Torn Driver
Carpet worn in places.
Dents or marks on body consistent with age and kilometres.
Flat Battery. Jump start or towing required
Medium Scratch on Passenger Doors
Door Mirror Broken Passenger
Front Bumper Cracked bumper.
Engine light ON
Corrosion visible Engine Bay, Tray"
2000,AUDI,Tt,1.8 Quattro 8N,Coupe,Manual,Petrol,224962,4,TRUZZZ8NZY1068061,1ITO317,17-01-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,1.8,Silver,Black Leather,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9066303/motor-vehicles-motor-cycles/2000-audi-tt-1-8-quattro-8n-manual-coupe,"Dents or marks on body consistent with age and kilometres.
Hood Lining Sagging
Paint fading Rear Panel
Front Seat worn both"
2020,KIA,Cerato,S BD,Hatchback,Automatic,Petrol,128028,5,KNAF251CMM5099747,1HLB611,31-03-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,4,2,White,Grey,Yes,Yes,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066304/motor-vehicles-motor-cycles/2020-kia-cerato-s-bd-automatic-hatchback,"Dents or marks on body consistent with age and kilometres.
Engine Smoke visible
Door Mirror Broken Passenger
Other Warning light ON"
2014,FORD,Ranger,XLT 4X4 PX,Dual Cab,Manual,Diesel,197861,5,MNAUMFF50EW300485,1HFK370,18-01-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,5,3.2,White,Charcoal,Yes,Yes,Yes,Unknown,Yes,WA,https://www.grays.com/lot/0001-9066305/motor-vehicles-motor-cycles/2014-ford-ranger-xlt-4x4-px-turbo-diesel-manual-dual-cab,"Dents or marks on body consistent with age and kilometres.
Engine noise observed.
Seat Torn drivers"
2011,AUDI,Q5,3.0 TDI Quattro 8R,Wagon,Automatic,Diesel,199385,5,WAUZZZ8R4CA057639,1GGN297,28-12-2025 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,6,3,Black,Black Leather,Yes,No,Yes,Partial,Yes,WA,https://www.grays.com/lot/0001-9066306/motor-vehicles-motor-cycles/2011-audi-q5-3-0-tdi-quattro-8r-turbo-diesel-automatic-wagon,"Transmision requires attention
Vehicle has reverse malfunction
Reverse Malfunction light on
Dents or marks on body consistent with age and kilometres.
Paint fading Spots on Vehicle, Rear Bumper
Large Scratch on Various Panels Passenger Doors, Bonnet
Medium Scuff on Passenger Rear Quarter Above Tire, Front Bumper
Front Seat worn Driver
Inspection highly recommended by qualified third party or by NAS (in our added services) prior to bidding"
2018,HOLDEN,Commodore,Liftback RS ZB (WOVR-INSPECTED),Hatchback,Automatic,Petrol,51282,5,W0VZS6ED7J1093150,1IVB597,03-03-2026 - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy,6,3.6,Silver,Charcoal,Yes,No,No,No,Yes,WA,https://www.grays.com/lot/0001-9066307/motor-vehicles-motor-cycles/2018-holden-commodore-liftback-rs-zb-auto-hatchback-wovr-inspected,"Dents or marks on body consistent with age and kilometres.
Medium Dent on Front left quater panel
Medium Scuff on Front left quater panel
Paint fading on various panels"
2014,HONDA,Civic,VTi-S 9TH GEN,Hatchback,Manual,Petrol,175447,5,SHHFK2740DU308262,1HAH885,"15-01-2026, Please note this vehicle license has expired, but can be paid until 15-04-2026. Vehicle license must be renewed online before this date and time of collection, otherwise this vehicle will be sold unregistered, without plates. - Registration will only be transferred to the registered bidder who must hold a valid WA Licence otherwise vehicle will be sold unregistered. Vehicle Sold Without Roadworthy",4,1.8,Red,Charcoal,Yes,Yes,Yes,Yes,Yes,WA,https://www.grays.com/lot/0001-9066308/motor-vehicles-motor-cycles/2014-honda-civic-vti-s-9th-gen-manual-hatchback,"Dents or marks on body consistent with age and kilometres.
Engine light ON"
